tipooperacao
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
Apoio
